
2022-01-08	23	22.46	21.74	20.66	20.3	20.66	21.02	21.02	22.64	24.44	26.6	28.4	29.84	30.92	31.28	30.74	30.2	29.48	29.66	30.56	31.1	31.82	32.36	32	
2022-01-09	31.82	31.64	32	31.82	31.82	32.18	32.54	33.44	34.34	36.32	39.02	41	42.8	43.16	44.78	46.22	46.4	47.12	47.66	46.94	46.04	45.14	43.88	42.98	
2022-01-10	40.82	38.84	36.86	32.9	30.56	29.66	28.04	26.78	26.06	26.78	27.86	29.48	31.1	32.9	34.34	33.98	34.88	33.8	32.54	31.82	30.92	29.84	28.94	27.68	
2022-01-11	26.96	26.42	26.06	25.7	25.16	24.8	23.72	22.1	21.74	22.1	22.82	24.26	25.52	26.78	27.68	28.04	27.5	26.42	26.42	25.88	26.06	26.06	26.24	26.6	
2022-01-12	27.14	27.68	28.04	28.22	28.04	28.04	28.4	28.58	29.3	31.46	34.52	37.76	41	43.88	45.68	45.86	42.8	39.74	38.66	37.58	37.04	36.32	35.24	34.16	
2022-01-13	32.54	31.1	30.38	30.74	30.56	29.66	29.12	28.4	28.58	31.46	37.22	41.18	42.8	42.98	43.88	42.98	41.36	38.84	38.12	38.48	39.02	38.48	37.04	37.76	
2022-01-14	36.86	35.96	35.42	34.88	34.88	35.24	35.78	36.32	36.86	39.02	41.54	43.34	44.6	45.14	44.78	44.06	42.8	40.28	38.66	37.04	34.16	31.28	29.12	27.32	
